Date,Day,Month,Route_ID,Transport_Type,Passengers,Revenue,Weather,Temperature,Is_Weekend,Is_Holiday,Peak_Hour
18-04-2024,Thursday,4,R5,Train,240,7200,Cloudy,15,0,0,1
18-04-2024,Thursday,4,R5,Train,146,4380,Rainy,19,0,1,1
18-04-2024,Thursday,4,R3,Metro,204,8160,Rainy,19,0,1,1
18-04-2024,Thursday,4,R1,Train,322,9660,Rainy,20,0,0,1
18-04-2024,Thursday,4,R3,Bus,158,3160,Rainy,20,0,0,0
18-04-2024,Thursday,4,R1,Train,288,8640,Sunny,38,0,0,0
18-04-2024,Thursday,4,R5,Bus,212,4240,Rainy,19,0,0,0
19-04-2024,Friday,4,R3,Bus,54,1080,Rainy,29,0,0,0
19-04-2024,Friday,4,R4,Train,74,2220,Rainy,19,0,0,0
19-04-2024,Friday,4,R5,Metro,154,6160,Rainy,37,0,0,0
19-04-2024,Friday,4,R3,Bus,134,2680,Rainy,17,0,0,0
19-04-2024,Friday,4,R2,Metro,130,5200,Rainy,20,0,0,0
19-04-2024,Friday,4,R5,Metro,85,3400,Rainy,32,0,0,0
19-04-2024,Friday,4,R4,Metro,164,6560,Cloudy,16,0,0,0
19-04-2024,Friday,4,R5,Train,157,4710,Rainy,23,0,0,1
19-04-2024,Friday,4,R1,Bus,276,5520,Sunny,16,0,0,1
19-04-2024,Friday,4,R4,Metro,121,4840,Cloudy,33,0,0,1
19-04-2024,Friday,4,R4,Bus,424,8480,Sunny,28,0,0,1
19-04-2024,Friday,4,R5,Train,167,5010,Rainy,22,0,0,0
19-04-2024,Friday,4,R2,Train,153,4590,Sunny,31,0,0,0
19-04-2024,Friday,4,R4,Train,240,7200,Sunny,22,0,0,0
19-04-2024,Friday,4,R2,Bus,232,4640,Rainy,19,0,0,0
19-04-2024,Friday,4,R1,Bus,147,2940,Cloudy,17,0,0,0
19-04-2024,Friday,4,R1,Metro,255,10200,Cloudy,15,0,0,0
19-04-2024,Friday,4,R5,Bus,219,4380,Sunny,22,0,0,1
19-04-2024,Friday,4,R2,Train,80,2400,Rainy,30,0,0,1
19-04-2024,Friday,4,R2,Metro,229,9160,Cloudy,25,0,0,1
19-04-2024,Friday,4,R4,Train,213,6390,Rainy,23,0,0,1
19-04-2024,Friday,4,R5,Bus,103,2060,Sunny,31,0,0,0
19-04-2024,Friday,4,R4,Train,182,5460,Rainy,37,0,0,0
19-04-2024,Friday,4,R3,Train,121,3630,Rainy,37,0,0,0
20-04-2024,Saturday,4,R2,Metro,144,5760,Rainy,17,1,0,0
20-04-2024,Saturday,4,R3,Train,87,2610,Sunny,15,1,0,0
20-04-2024,Saturday,4,R5,Bus,75,1500,Cloudy,24,1,0,0
20-04-2024,Saturday,4,R2,Bus,203,4060,Sunny,17,1,0,0
20-04-2024,Saturday,4,R5,Metro,93,3720,Cloudy,31,1,0,0
20-04-2024,Saturday,4,R2,Metro,56,2240,Rainy,15,1,0,0
20-04-2024,Saturday,4,R5,Bus,277,5540,Cloudy,16,1,0,0
20-04-2024,Saturday,4,R3,Bus,379,7580,Cloudy,36,1,0,1
20-04-2024,Saturday,4,R4,Train,288,8640,Cloudy,34,1,0,1
20-04-2024,Saturday,4,R5,Bus,133,2660,Sunny,22,1,0,1
20-04-2024,Saturday,4,R2,Bus,296,5920,Rainy,19,1,0,1
20-04-2024,Saturday,4,R2,Bus,280,5600,Cloudy,23,1,0,0
20-04-2024,Saturday,4,R4,Metro,239,9560,Cloudy,38,1,0,0
20-04-2024,Saturday,4,R1,Bus,194,3880,Sunny,21,1,0,0
20-04-2024,Saturday,4,R1,Train,148,4440,Cloudy,17,1,0,0
20-04-2024,Saturday,4,R5,Metro,82,3280,Cloudy,20,1,0,0
20-04-2024,Saturday,4,R2,Bus,168,3360,Sunny,18,1,0,0
20-04-2024,Saturday,4,R5,Bus,358,7160,Sunny,32,1,0,1
20-04-2024,Saturday,4,R1,Bus,171,3420,Cloudy,16,1,0,1
20-04-2024,Saturday,4,R4,Metro,103,4120,Rainy,19,1,0,1
20-04-2024,Saturday,4,R2,Train,174,5220,Sunny,38,1,0,1
20-04-2024,Saturday,4,R3,Bus,248,4960,Sunny,29,1,0,0
20-04-2024,Saturday,4,R5,Metro,78,3120,Cloudy,21,1,0,0
20-04-2024,Saturday,4,R1,Bus,293,5860,Cloudy,34,1,0,0
21-04-2024,Sunday,4,R4,Metro,221,8840,Cloudy,15,1,0,0
21-04-2024,Sunday,4,R4,Train,77,2310,Sunny,31,1,0,0
21-04-2024,Sunday,4,R5,Train,100,3000,Rainy,20,1,0,0
21-04-2024,Sunday,4,R3,Metro,132,5280,Rainy,23,1,0,0
21-04-2024,Sunday,4,R4,Bus,91,1820,Sunny,20,1,0,0
21-04-2024,Sunday,4,R5,Bus,51,1020,Rainy,25,1,0,0
21-04-2024,Sunday,4,R4,Train,220,6600,Rainy,27,1,0,0
21-04-2024,Sunday,4,R4,Bus,448,8960,Sunny,39,1,0,1
21-04-2024,Sunday,4,R2,Bus,193,3860,Rainy,26,1,0,1
21-04-2024,Sunday,4,R5,Train,315,9450,Cloudy,35,1,0,1
21-04-2024,Sunday,4,R1,Bus,187,3740,Rainy,36,1,0,1
21-04-2024,Sunday,4,R2,Metro,103,4120,Sunny,21,1,0,0
21-04-2024,Sunday,4,R3,Train,51,1530,Cloudy,33,1,0,0
21-04-2024,Sunday,4,R5,Metro,138,5520,Rainy,18,1,0,0
21-04-2024,Sunday,4,R5,Train,214,6420,Sunny,37,1,0,0
21-04-2024,Sunday,4,R5,Train,211,6330,Cloudy,22,1,0,0
21-04-2024,Sunday,4,R3,Train,225,6750,Sunny,24,1,0,0
21-04-2024,Sunday,4,R4,Metro,85,3400,Sunny,33,1,0,1
21-04-2024,Sunday,4,R2,Metro,259,10360,Rainy,18,1,0,1
21-04-2024,Sunday,4,R2,Metro,432,17280,Sunny,39,1,0,1
21-04-2024,Sunday,4,R5,Train,367,11010,Cloudy,21,1,0,1
21-04-2024,Sunday,4,R1,Bus,293,5860,Cloudy,23,1,0,0
21-04-2024,Sunday,4,R5,Metro,176,7040,Sunny,29,1,0,0
21-04-2024,Sunday,4,R5,Bus,123,2460,Rainy,36,1,0,0
22-04-2024,Monday,4,R4,Train,184,5520,Cloudy,26,0,1,0
22-04-2024,Monday,4,R5,Metro,85,3400,Rainy,38,0,0,0
22-04-2024,Monday,4,R3,Train,180,5400,Cloudy,39,0,0,0
22-04-2024,Monday,4,R5,Metro,239,9560,Cloudy,21,0,0,0
22-04-2024,Monday,4,R5,Train,232,6960,Rainy,28,0,0,0
22-04-2024,Monday,4,R5,Train,201,6030,Sunny,36,0,0,0
22-04-2024,Monday,4,R1,Bus,132,2640,Rainy,31,0,0,0
22-04-2024,Monday,4,R5,Train,229,6870,Sunny,16,0,0,1
22-04-2024,Monday,4,R3,Bus,332,6640,Rainy,33,0,0,1
22-04-2024,Monday,4,R3,Metro,237,9480,Rainy,24,0,0,1
22-04-2024,Monday,4,R5,Metro,319,12760,Rainy,21,0,0,1
22-04-2024,Monday,4,R2,Train,136,4080,Sunny,18,0,0,0
22-04-2024,Monday,4,R2,Train,95,2850,Sunny,32,0,0,0
22-04-2024,Monday,4,R1,Metro,185,7400,Cloudy,38,0,0,0
22-04-2024,Monday,4,R3,Metro,50,2000,Cloudy,26,0,0,0
22-04-2024,Monday,4,R1,Metro,269,10760,Sunny,15,0,0,0
22-04-2024,Monday,4,R3,Metro,265,10600,Cloudy,21,0,0,0
22-04-2024,Monday,4,R2,Bus,195,3900,Rainy,33,0,0,1
22-04-2024,Monday,4,R5,Train,385,11550,Cloudy,35,0,0,1
22-04-2024,Monday,4,R2,Bus,408,8160,Sunny,35,0,0,1
22-04-2024,Monday,4,R1,Train,130,3900,Rainy,23,0,0,1
22-04-2024,Monday,4,R5,Metro,120,4800,Rainy,31,0,0,0
22-04-2024,Monday,4,R3,Train,63,1890,Sunny,15,0,0,0
22-04-2024,Monday,4,R1,Bus,289,5780,Cloudy,36,0,0,0
23-04-2024,Tuesday,4,R3,Bus,52,1040,Cloudy,16,0,0,0
23-04-2024,Tuesday,4,R2,Metro,144,5760,Sunny,35,0,0,0
23-04-2024,Tuesday,4,R5,Train,74,2220,Cloudy,39,0,0,0
23-04-2024,Tuesday,4,R1,Train,239,7170,Cloudy,30,0,0,0
23-04-2024,Tuesday,4,R5,Metro,89,3560,Sunny,33,0,1,0
23-04-2024,Tuesday,4,R4,Train,227,6810,Rainy,26,0,0,0
23-04-2024,Tuesday,4,R3,Bus,248,4960,Cloudy,37,0,0,0
23-04-2024,Tuesday,4,R2,Bus,271,5420,Cloudy,15,0,0,1
23-04-2024,Tuesday,4,R2,Metro,178,7120,Rainy,28,0,0,1
23-04-2024,Tuesday,4,R2,Train,351,10530,Sunny,37,0,0,1
23-04-2024,Tuesday,4,R2,Metro,249,9960,Sunny,26,0,0,1
23-04-2024,Tuesday,4,R2,Metro,190,7600,Rainy,34,0,0,0
23-04-2024,Tuesday,4,R2,Bus,240,4800,Sunny,24,0,0,0
23-04-2024,Tuesday,4,R1,Metro,60,2400,Cloudy,35,0,0,0
23-04-2024,Tuesday,4,R5,Bus,67,1340,Sunny,27,0,0,0
23-04-2024,Tuesday,4,R2,Bus,74,1480,Sunny,33,0,0,0
23-04-2024,Tuesday,4,R1,Bus,172,3440,Rainy,22,0,0,0
23-04-2024,Tuesday,4,R1,Bus,210,4200,Rainy,30,0,1,1
23-04-2024,Tuesday,4,R1,Bus,121,2420,Sunny,21,0,0,1
23-04-2024,Tuesday,4,R1,Bus,193,3860,Cloudy,29,0,0,1
23-04-2024,Tuesday,4,R2,Bus,367,7340,Sunny,25,0,0,1
23-04-2024,Tuesday,4,R5,Train,80,2400,Rainy,17,0,0,0
23-04-2024,Tuesday,4,R1,Metro,163,6520,Rainy,25,0,0,0
23-04-2024,Tuesday,4,R5,Train,91,2730,Cloudy,33,0,0,0
24-04-2024,Wednesday,4,R2,Metro,54,2160,Sunny,26,0,0,0
24-04-2024,Wednesday,4,R5,Bus,290,5800,Sunny,26,0,0,0
24-04-2024,Wednesday,4,R1,Metro,157,6280,Sunny,31,0,0,0
24-04-2024,Wednesday,4,R4,Metro,54,2160,Rainy,15,0,0,0
24-04-2024,Wednesday,4,R4,Train,60,1800,Cloudy,18,0,0,0
24-04-2024,Wednesday,4,R1,Bus,269,5380,Cloudy,28,0,0,0
24-04-2024,Wednesday,4,R5,Metro,112,4480,Sunny,38,0,0,0
24-04-2024,Wednesday,4,R4,Train,247,7410,Cloudy,21,0,0,1
24-04-2024,Wednesday,4,R4,Train,172,5160,Sunny,35,0,0,1
24-04-2024,Wednesday,4,R4,Bus,241,4820,Cloudy,30,0,0,1
24-04-2024,Wednesday,4,R5,Bus,256,5120,Rainy,21,0,0,1
24-04-2024,Wednesday,4,R2,Metro,195,7800,Cloudy,28,0,0,0
24-04-2024,Wednesday,4,R2,Train,143,4290,Cloudy,19,0,0,0
24-04-2024,Wednesday,4,R1,Metro,67,2680,Sunny,22,0,0,0
24-04-2024,Wednesday,4,R2,Bus,120,2400,Rainy,30,0,0,0
24-04-2024,Wednesday,4,R3,Train,148,4440,Cloudy,22,0,0,0
24-04-2024,Wednesday,4,R5,Metro,183,7320,Rainy,38,0,0,0
24-04-2024,Wednesday,4,R4,Train,178,5340,Cloudy,15,0,0,1
24-04-2024,Wednesday,4,R1,Metro,262,10480,Sunny,38,0,0,1
24-04-2024,Wednesday,4,R3,Train,117,3510,Cloudy,34,0,0,1
24-04-2024,Wednesday,4,R3,Bus,225,4500,Cloudy,39,0,0,1
24-04-2024,Wednesday,4,R4,Train,178,5340,Sunny,31,0,0,0
24-04-2024,Wednesday,4,R2,Bus,229,4580,Cloudy,18,0,0,0
24-04-2024,Wednesday,4,R5,Train,76,2280,Rainy,15,0,0,0
25-04-2024,Thursday,4,R1,Bus,295,5900,Cloudy,35,0,0,0
25-04-2024,Thursday,4,R3,Bus,104,2080,Sunny,27,0,0,0
25-04-2024,Thursday,4,R3,Train,215,6450,Rainy,38,0,0,0
25-04-2024,Thursday,4,R3,Metro,278,11120,Sunny,24,0,0,0
25-04-2024,Thursday,4,R3,Train,68,2040,Cloudy,38,0,0,0
25-04-2024,Thursday,4,R4,Bus,158,3160,Rainy,30,0,0,0
25-04-2024,Thursday,4,R2,Metro,125,5000,Rainy,30,0,0,0
25-04-2024,Thursday,4,R4,Train,124,3720,Cloudy,37,0,0,1
25-04-2024,Thursday,4,R5,Bus,358,7160,Cloudy,24,0,0,1
25-04-2024,Thursday,4,R1,Metro,279,11160,Rainy,38,0,0,1
25-04-2024,Thursday,4,R2,Train,399,11970,Sunny,38,0,0,1
25-04-2024,Thursday,4,R5,Metro,268,10720,Sunny,24,0,0,0
25-04-2024,Thursday,4,R5,Train,251,7530,Cloudy,26,0,0,0
25-04-2024,Thursday,4,R3,Bus,174,3480,Sunny,34,0,0,0
25-04-2024,Thursday,4,R1,Train,254,7620,Cloudy,35,0,0,0
25-04-2024,Thursday,4,R2,Bus,220,4400,Cloudy,16,0,0,0
25-04-2024,Thursday,4,R3,Metro,182,7280,Cloudy,16,0,0,0
25-04-2024,Thursday,4,R4,Train,177,5310,Sunny,15,0,0,1
25-04-2024,Thursday,4,R4,Train,361,10830,Sunny,26,0,0,1
25-04-2024,Thursday,4,R1,Bus,184,3680,Sunny,16,0,0,1
25-04-2024,Thursday,4,R1,Train,282,8460,Sunny,20,0,0,1
25-04-2024,Thursday,4,R1,Bus,133,2660,Sunny,37,0,0,0
25-04-2024,Thursday,4,R4,Train,57,1710,Cloudy,37,0,0,0
25-04-2024,Thursday,4,R3,Bus,260,5200,Rainy,21,0,1,0
26-04-2024,Friday,4,R5,Train,139,4170,Rainy,27,0,0,0
26-04-2024,Friday,4,R2,Metro,71,2840,Sunny,34,0,0,0
26-04-2024,Friday,4,R3,Bus,193,3860,Rainy,22,0,0,0
26-04-2024,Friday,4,R1,Bus,288,5760,Cloudy,19,0,0,0
26-04-2024,Friday,4,R3,Bus,220,4400,Sunny,29,0,0,0
26-04-2024,Friday,4,R2,Metro,97,3880,Sunny,23,0,0,0
26-04-2024,Friday,4,R3,Bus,299,5980,Cloudy,22,0,0,0
26-04-2024,Friday,4,R2,Train,249,7470,Sunny,20,0,0,1
26-04-2024,Friday,4,R3,Metro,138,5520,Rainy,17,0,0,1
26-04-2024,Friday,4,R2,Train,409,12270,Cloudy,26,0,1,1
26-04-2024,Friday,4,R5,Train,334,10020,Rainy,17,0,0,1
26-04-2024,Friday,4,R2,Train,83,2490,Sunny,25,0,0,0
26-04-2024,Friday,4,R3,Metro,180,7200,Cloudy,18,0,0,0
26-04-2024,Friday,4,R1,Train,298,8940,Cloudy,29,0,0,0
26-04-2024,Friday,4,R2,Train,152,4560,Cloudy,23,0,0,0
26-04-2024,Friday,4,R3,Bus,360,7200,Cloudy,36,0,1,0
26-04-2024,Friday,4,R2,Metro,196,7840,Rainy,23,0,0,0
26-04-2024,Friday,4,R3,Train,243,7290,Cloudy,17,0,0,1
26-04-2024,Friday,4,R2,Metro,276,11040,Sunny,27,0,0,1
26-04-2024,Friday,4,R3,Train,342,10260,Sunny,26,0,0,1
26-04-2024,Friday,4,R4,Metro,436,17440,Sunny,36,0,0,1
26-04-2024,Friday,4,R2,Bus,184,3680,Sunny,32,0,0,0
26-04-2024,Friday,4,R2,Train,112,3360,Rainy,35,0,0,0
26-04-2024,Friday,4,R2,Bus,95,1900,Sunny,20,0,0,0
27-04-2024,Saturday,4,R3,Bus,226,4520,Rainy,35,1,0,0
27-04-2024,Saturday,4,R3,Bus,59,1180,Rainy,18,1,0,0
27-04-2024,Saturday,4,R2,Train,145,4350,Sunny,32,1,0,0
27-04-2024,Saturday,4,R1,Metro,185,7400,Cloudy,16,1,0,0
27-04-2024,Saturday,4,R4,Metro,142,5680,Rainy,15,1,0,0
27-04-2024,Saturday,4,R4,Metro,179,7160,Rainy,36,1,0,0
27-04-2024,Saturday,4,R1,Metro,94,3760,Cloudy,24,1,0,0
27-04-2024,Saturday,4,R3,Metro,186,7440,Cloudy,15,1,0,1
27-04-2024,Saturday,4,R3,Train,205,6150,Cloudy,25,1,0,1
27-04-2024,Saturday,4,R5,Train,345,10350,Cloudy,18,1,0,1
27-04-2024,Saturday,4,R1,Metro,172,6880,Sunny,25,1,0,1
27-04-2024,Saturday,4,R3,Metro,205,8200,Cloudy,16,1,0,0
27-04-2024,Saturday,4,R3,Bus,182,3640,Cloudy,32,1,0,0
27-04-2024,Saturday,4,R2,Bus,198,3960,Sunny,39,1,0,0
27-04-2024,Saturday,4,R2,Bus,121,2420,Sunny,20,1,0,0
27-04-2024,Saturday,4,R1,Bus,147,2940,Rainy,36,1,0,0
27-04-2024,Saturday,4,R3,Bus,61,1220,Rainy,29,1,0,0
27-04-2024,Saturday,4,R2,Metro,436,17440,Cloudy,15,1,0,1
27-04-2024,Saturday,4,R3,Metro,331,13240,Cloudy,27,1,0,1
27-04-2024,Saturday,4,R5,Bus,130,2600,Cloudy,21,1,0,1
27-04-2024,Saturday,4,R1,Metro,162,6480,Sunny,37,1,0,1
27-04-2024,Saturday,4,R1,Train,181,5430,Sunny,33,1,0,0
27-04-2024,Saturday,4,R5,Metro,86,3440,Sunny,15,1,0,0
27-04-2024,Saturday,4,R5,Train,65,1950,Rainy,37,1,0,0
28-04-2024,Sunday,4,R5,Train,234,7020,Cloudy,36,1,0,0
28-04-2024,Sunday,4,R1,Bus,253,5060,Cloudy,19,1,0,0
28-04-2024,Sunday,4,R5,Bus,213,4260,Rainy,15,1,0,0
28-04-2024,Sunday,4,R5,Bus,54,1080,Sunny,37,1,0,0
28-04-2024,Sunday,4,R5,Bus,143,2860,Rainy,34,1,0,0
28-04-2024,Sunday,4,R1,Train,56,1680,Cloudy,33,1,0,0
28-04-2024,Sunday,4,R3,Bus,59,1180,Sunny,29,1,0,0
28-04-2024,Sunday,4,R2,Bus,406,8120,Sunny,29,1,0,1
28-04-2024,Sunday,4,R1,Metro,196,7840,Sunny,17,1,0,1
28-04-2024,Sunday,4,R1,Train,241,7230,Sunny,39,1,0,1
28-04-2024,Sunday,4,R1,Bus,319,6380,Rainy,36,1,0,1
28-04-2024,Sunday,4,R1,Bus,188,3760,Cloudy,31,1,0,0
28-04-2024,Sunday,4,R2,Metro,56,2240,Cloudy,23,1,0,0
28-04-2024,Sunday,4,R4,Bus,176,3520,Cloudy,21,1,0,0
28-04-2024,Sunday,4,R1,Train,224,6720,Rainy,15,1,0,0
28-04-2024,Sunday,4,R1,Train,91,2730,Sunny,15,1,1,0
28-04-2024,Sunday,4,R4,Train,232,6960,Sunny,35,1,0,0
28-04-2024,Sunday,4,R2,Train,252,7560,Sunny,15,1,0,1
28-04-2024,Sunday,4,R2,Metro,144,5760,Cloudy,36,1,0,1
28-04-2024,Sunday,4,R2,Metro,279,11160,Sunny,25,1,0,1
28-04-2024,Sunday,4,R1,Train,301,9030,Sunny,37,1,0,1
28-04-2024,Sunday,4,R3,Metro,153,6120,Rainy,36,1,0,0
28-04-2024,Sunday,4,R4,Train,285,8550,Cloudy,36,1,0,0
28-04-2024,Sunday,4,R3,Bus,284,5680,Cloudy,35,1,0,0
29-04-2024,Monday,4,R2,Metro,116,4640,Cloudy,32,0,0,0
29-04-2024,Monday,4,R3,Train,125,3750,Sunny,30,0,0,0
29-04-2024,Monday,4,R3,Metro,176,7040,Cloudy,23,0,0,0
29-04-2024,Monday,4,R4,Bus,102,2040,Cloudy,24,0,0,0
29-04-2024,Monday,4,R5,Train,145,4350,Rainy,24,0,0,0
29-04-2024,Monday,4,R5,Train,256,7680,Cloudy,35,0,0,0
29-04-2024,Monday,4,R2,Metro,96,3840,Rainy,18,0,0,0
29-04-2024,Monday,4,R3,Train,196,5880,Cloudy,37,0,0,1
29-04-2024,Monday,4,R1,Train,196,5880,Cloudy,21,0,0,1
29-04-2024,Monday,4,R3,Bus,134,2680,Rainy,33,0,0,1
29-04-2024,Monday,4,R5,Bus,109,2180,Sunny,15,0,0,1
29-04-2024,Monday,4,R1,Train,108,3240,Cloudy,19,0,0,0
29-04-2024,Monday,4,R1,Bus,232,4640,Rainy,33,0,0,0
29-04-2024,Monday,4,R1,Metro,117,4680,Rainy,16,0,0,0
29-04-2024,Monday,4,R3,Metro,81,3240,Cloudy,22,0,0,0
29-04-2024,Monday,4,R2,Metro,124,4960,Sunny,34,0,0,0
29-04-2024,Monday,4,R1,Train,275,8250,Sunny,27,0,0,0
29-04-2024,Monday,4,R3,Bus,81,1620,Sunny,18,0,0,1
29-04-2024,Monday,4,R1,Bus,408,8160,Cloudy,17,0,0,1
29-04-2024,Monday,4,R1,Bus,154,3080,Rainy,24,0,0,1
29-04-2024,Monday,4,R1,Train,82,2460,Cloudy,31,0,0,1
29-04-2024,Monday,4,R4,Bus,114,2280,Sunny,25,0,0,0
29-04-2024,Monday,4,R1,Bus,123,2460,Sunny,26,0,0,0
29-04-2024,Monday,4,R1,Bus,176,3520,Cloudy,31,0,0,0
30-04-2024,Tuesday,4,R3,Train,91,2730,Rainy,18,0,0,0
30-04-2024,Tuesday,4,R4,Train,292,8760,Cloudy,25,0,0,0
30-04-2024,Tuesday,4,R5,Train,224,6720,Cloudy,32,0,0,0
30-04-2024,Tuesday,4,R1,Train,231,6930,Rainy,15,0,0,0
30-04-2024,Tuesday,4,R1,Metro,174,6960,Sunny,27,0,0,0
30-04-2024,Tuesday,4,R5,Bus,73,1460,Sunny,20,0,0,0
30-04-2024,Tuesday,4,R1,Metro,214,8560,Sunny,25,0,0,0
30-04-2024,Tuesday,4,R2,Bus,295,5900,Sunny,29,0,0,1
30-04-2024,Tuesday,4,R4,Train,288,8640,Cloudy,19,0,0,1
30-04-2024,Tuesday,4,R2,Metro,217,8680,Rainy,30,0,0,1
30-04-2024,Tuesday,4,R1,Metro,403,16120,Sunny,19,0,0,1
30-04-2024,Tuesday,4,R2,Metro,68,2720,Rainy,26,0,0,0
30-04-2024,Tuesday,4,R5,Metro,116,4640,Rainy,15,0,0,0
30-04-2024,Tuesday,4,R2,Metro,180,7200,Sunny,19,0,0,0
30-04-2024,Tuesday,4,R3,Train,108,3240,Rainy,20,0,0,0
30-04-2024,Tuesday,4,R2,Metro,40,1600,Rainy,26,0,0,0
30-04-2024,Tuesday,4,R4,Train,202,6060,Cloudy,32,0,0,0
30-04-2024,Tuesday,4,R1,Train,442,13260,Sunny,29,0,0,1
30-04-2024,Tuesday,4,R2,Train,106,3180,Cloudy,18,0,0,1
30-04-2024,Tuesday,4,R4,Train,253,7590,Cloudy,17,0,0,1
30-04-2024,Tuesday,4,R2,Bus,369,7380,Cloudy,34,0,0,1
30-04-2024,Tuesday,4,R2,Metro,236,9440,Rainy,39,0,0,0
30-04-2024,Tuesday,4,R4,Bus,102,2040,Cloudy,26,0,0,0
30-04-2024,Tuesday,4,R3,Train,191,5730,Rainy,19,0,0,0
01-05-2024,Wednesday,5,R2,Metro,52,2080,Rainy,25,0,0,0
01-05-2024,Wednesday,5,R5,Metro,94,3760,Cloudy,38,0,0,0
01-05-2024,Wednesday,5,R3,Metro,214,8560,Sunny,21,0,0,0
01-05-2024,Wednesday,5,R3,Metro,200,8000,Sunny,35,0,0,0
01-05-2024,Wednesday,5,R4,Bus,231,4620,Sunny,33,0,0,0
01-05-2024,Wednesday,5,R3,Bus,119,2380,Rainy,26,0,0,0
01-05-2024,Wednesday,5,R5,Train,63,1890,Rainy,19,0,0,0
01-05-2024,Wednesday,5,R1,Bus,147,2940,Rainy,27,0,0,1
01-05-2024,Wednesday,5,R4,Bus,333,6660,Sunny,27,0,0,1
01-05-2024,Wednesday,5,R4,Bus,278,5560,Rainy,36,0,0,1
01-05-2024,Wednesday,5,R4,Metro,214,8560,Cloudy,19,0,0,1
01-05-2024,Wednesday,5,R1,Bus,212,4240,Rainy,22,0,0,0
01-05-2024,Wednesday,5,R4,Bus,158,3160,Rainy,34,0,0,0
01-05-2024,Wednesday,5,R2,Metro,175,7000,Rainy,25,0,0,0
01-05-2024,Wednesday,5,R3,Metro,132,5280,Cloudy,37,0,0,0
01-05-2024,Wednesday,5,R5,Bus,144,2880,Rainy,34,0,0,0
01-05-2024,Wednesday,5,R2,Metro,246,9840,Sunny,28,0,0,0
01-05-2024,Wednesday,5,R1,Train,348,10440,Rainy,23,0,0,1
01-05-2024,Wednesday,5,R3,Bus,74,1480,Rainy,35,0,0,1
01-05-2024,Wednesday,5,R3,Bus,433,8660,Sunny,34,0,0,1
01-05-2024,Wednesday,5,R3,Train,217,6510,Sunny,38,0,0,1
01-05-2024,Wednesday,5,R3,Bus,220,4400,Sunny,24,0,0,0
01-05-2024,Wednesday,5,R5,Train,203,6090,Cloudy,39,0,0,0
01-05-2024,Wednesday,5,R4,Bus,237,4740,Rainy,20,0,0,0
02-05-2024,Thursday,5,R4,Metro,46,1840,Rainy,15,0,0,0
02-05-2024,Thursday,5,R4,Metro,56,2240,Rainy,38,0,0,0
02-05-2024,Thursday,5,R1,Metro,162,6480,Sunny,15,0,0,0
02-05-2024,Thursday,5,R4,Bus,280,5600,Sunny,36,0,0,0
02-05-2024,Thursday,5,R2,Bus,157,3140,Rainy,18,0,0,0
02-05-2024,Thursday,5,R1,Metro,50,2000,Sunny,20,0,0,0
02-05-2024,Thursday,5,R3,Metro,156,6240,Sunny,25,0,0,0
02-05-2024,Thursday,5,R4,Bus,406,8120,Cloudy,38,0,0,1
02-05-2024,Thursday,5,R5,Bus,183,3660,Cloudy,18,0,0,1
02-05-2024,Thursday,5,R5,Metro,243,9720,Sunny,38,0,0,1
02-05-2024,Thursday,5,R2,Metro,333,13320,Cloudy,39,0,0,1
02-05-2024,Thursday,5,R5,Bus,80,1600,Rainy,26,0,0,0
02-05-2024,Thursday,5,R3,Bus,228,4560,Rainy,34,0,0,0
02-05-2024,Thursday,5,R2,Train,244,7320,Cloudy,25,0,0,0
02-05-2024,Thursday,5,R5,Metro,261,10440,Cloudy,31,0,0,0
02-05-2024,Thursday,5,R5,Metro,169,6760,Sunny,16,0,0,0
02-05-2024,Thursday,5,R1,Bus,181,3620,Cloudy,17,0,0,0
02-05-2024,Thursday,5,R5,Bus,448,8960,Cloudy,30,0,0,1
02-05-2024,Thursday,5,R5,Metro,432,17280,Sunny,36,0,0,1
02-05-2024,Thursday,5,R3,Metro,76,3040,Rainy,24,0,0,1
02-05-2024,Thursday,5,R4,Bus,87,1740,Cloudy,29,0,0,1
02-05-2024,Thursday,5,R5,Metro,215,8600,Rainy,30,0,0,0
02-05-2024,Thursday,5,R3,Metro,185,7400,Sunny,32,0,0,0
02-05-2024,Thursday,5,R3,Metro,92,3680,Cloudy,28,0,0,0
03-05-2024,Friday,5,R2,Train,208,6240,Sunny,31,0,0,0
03-05-2024,Friday,5,R3,Train,78,2340,Sunny,26,0,0,0
03-05-2024,Friday,5,R1,Bus,90,1800,Sunny,30,0,0,0
03-05-2024,Friday,5,R1,Bus,64,1280,Rainy,32,0,0,0
03-05-2024,Friday,5,R1,Metro,92,3680,Rainy,37,0,0,0
03-05-2024,Friday,5,R2,Bus,68,1360,Cloudy,16,0,0,0
03-05-2024,Friday,5,R5,Train,255,7650,Rainy,21,0,1,0
03-05-2024,Friday,5,R5,Bus,160,3200,Sunny,24,0,0,1
03-05-2024,Friday,5,R4,Bus,153,3060,Rainy,15,0,0,1
03-05-2024,Friday,5,R4,Train,252,7560,Sunny,31,0,0,1
03-05-2024,Friday,5,R5,Metro,256,10240,Sunny,22,0,0,1
03-05-2024,Friday,5,R1,Bus,170,3400,Rainy,19,0,0,0
03-05-2024,Friday,5,R5,Train,61,1830,Sunny,16,0,0,0
03-05-2024,Friday,5,R3,Train,52,1560,Rainy,36,0,0,0
